2024-10-31 17:09:50.921415,192.168.1.8,192.168.1.10,TCP_5000,66,S
2024-10-31 17:09:50.941592,192.168.1.10,192.168.1.8,TCP_62447,66,SA
2024-10-31 17:09:50.953494,192.168.1.8,192.168.1.10,TCP_5000,60,A
2024-10-31 17:09:50.958059,192.168.1.8,192.168.1.10,TCP_5000,634,PA
2024-10-31 17:09:50.962237,192.168.1.10,192.168.1.8,TCP_62447,54,A
2024-10-31 17:09:50.966797,192.168.1.10,192.168.1.8,TCP_62447,229,PA
2024-10-31 17:09:50.972544,192.168.1.10,192.168.1.8,TCP_62447,1514,A
2024-10-31 17:09:50.977866,192.168.1.10,192.168.1.8,TCP_62447,524,FPA
2024-10-31 17:09:50.982713,192.168.1.8,192.168.1.10,TCP_5000,60,A
2024-10-31 17:09:50.986964,192.168.1.8,192.168.1.10,TCP_5000,60,FA
2024-10-31 17:09:50.991751,192.168.1.10,192.168.1.8,TCP_62447,54,A
2024-10-31 17:09:51.702997,192.168.1.8,192.168.1.10,TCP_5000,66,S
2024-10-31 17:09:51.704774,192.168.1.10,192.168.1.8,TCP_62448,66,SA
2024-10-31 17:09:51.707445,192.168.1.8,192.168.1.10,TCP_5000,66,S
2024-10-31 17:09:51.713188,192.168.1.10,192.168.1.8,TCP_62449,66,SA
2024-10-31 17:09:51.721831,192.168.1.8,192.168.1.10,TCP_5000,60,A
2024-10-31 17:09:51.727265,192.168.1.8,192.168.1.10,TCP_5000,452,PA
2024-10-31 17:09:51.731939,192.168.1.10,192.168.1.8,TCP_62448,54,A
2024-10-31 17:09:51.734013,192.168.1.8,192.168.1.10,TCP_5000,60,A
2024-10-31 17:09:51.737218,192.168.1.8,192.168.1.10,TCP_5000,642,PA
2024-10-31 17:09:51.738994,192.168.1.10,192.168.1.8,TCP_62449,54,A
2024-10-31 17:09:51.741254,192.168.1.10,192.168.1.8,TCP_62448,227,PA
2024-10-31 17:09:51.743897,192.168.1.10,192.168.1.8,TCP_62448,72,FPA
2024-10-31 17:09:51.745998,192.168.1.8,192.168.1.10,TCP_5000,60,A
2024-10-31 17:09:51.753888,192.168.1.8,192.168.1.10,TCP_5000,60,FA
2024-10-31 17:09:51.755519,192.168.1.10,192.168.1.8,TCP_62448,54,A
2024-10-31 17:09:51.757553,192.168.1.10,192.168.1.8,TCP_62449,348,PA
2024-10-31 17:09:51.759361,192.168.1.10,192.168.1.8,TCP_62449,54,FA
2024-10-31 17:09:51.761215,192.168.1.8,192.168.1.10,TCP_5000,60,A
2024-10-31 17:09:51.763306,192.168.1.8,192.168.1.10,TCP_5000,60,FA
2024-10-31 17:09:51.765979,192.168.1.10,192.168.1.8,TCP_62449,54,A
2024-10-31 17:09:54.194718,192.168.1.1,224.0.0.1,2,46,
2024-10-31 17:09:55.120318,192.168.1.10,224.0.0.251,2,46,
2024-10-31 17:10:00.751534,192.168.1.8,192.168.1.10,ICMP,60,
2024-10-31 17:10:00.755454,192.168.1.10,192.168.1.8,ICMP,42,
2024-10-31 17:10:00.758953,192.168.1.8,192.168.1.10,TCP_443,66,S
2024-10-31 17:10:00.763220,192.168.1.10,192.168.1.8,TCP_62459,54,RA
2024-10-31 17:10:00.825314,192.168.1.8,192.168.1.10,TCP_110,66,S
2024-10-31 17:10:00.829329,192.168.1.10,192.168.1.8,TCP_62460,54,RA
2024-10-31 17:10:00.833487,192.168.1.8,192.168.1.10,TCP_993,66,S
2024-10-31 17:10:00.837274,192.168.1.10,192.168.1.8,TCP_62461,54,RA
2024-10-31 17:10:00.841402,192.168.1.8,192.168.1.10,TCP_21,66,S
2024-10-31 17:10:00.845517,192.168.1.10,192.168.1.8,TCP_62462,54,RA
2024-10-31 17:10:00.849826,192.168.1.8,192.168.1.10,TCP_139,66,S
2024-10-31 17:10:00.851565,192.168.1.10,192.168.1.8,TCP_62463,54,RA
2024-10-31 17:10:00.853508,192.168.1.8,192.168.1.10,TCP_111,66,S
2024-10-31 17:10:00.855625,192.168.1.10,192.168.1.8,TCP_62464,54,RA
2024-10-31 17:10:00.857917,192.168.1.8,192.168.1.10,TCP_199,66,S
2024-10-31 17:10:00.859371,192.168.1.10,192.168.1.8,TCP_62465,54,RA
2024-10-31 17:10:00.861813,192.168.1.8,192.168.1.10,TCP_587,66,S
2024-10-31 17:10:00.864018,192.168.1.10,192.168.1.8,TCP_62466,54,RA
2024-10-31 17:10:00.866278,192.168.1.8,192.168.1.10,TCP_3389,66,S
2024-10-31 17:10:00.868793,192.168.1.10,192.168.1.8,TCP_62467,54,RA
2024-10-31 17:10:00.871264,192.168.1.8,192.168.1.10,TCP_1025,66,S
2024-10-31 17:10:00.873235,192.168.1.10,192.168.1.8,TCP_62468,54,RA
2024-10-31 17:10:00.875289,192.168.1.8,192.168.1.10,TCP_80,66,S
2024-10-31 17:10:00.877114,192.168.1.10,192.168.1.8,TCP_62469,66,SA
2024-10-31 17:10:00.878802,192.168.1.8,192.168.1.10,TCP_80,60,A
2024-10-31 17:10:00.880531,192.168.1.8,192.168.1.10,TCP_80,60,FA
2024-10-31 17:10:00.882194,192.168.1.10,192.168.1.8,TCP_62469,54,FA
2024-10-31 17:10:00.883822,192.168.1.8,192.168.1.10,TCP_1720,66,S
2024-10-31 17:10:00.885634,192.168.1.10,192.168.1.8,TCP_62470,54,RA
2024-10-31 17:10:00.888130,192.168.1.8,192.168.1.10,TCP_3306,66,S
2024-10-31 17:10:00.889969,192.168.1.10,192.168.1.8,TCP_62471,54,RA
2024-10-31 17:10:01.041783,192.168.1.8,192.168.1.10,TCP_80,60,A
2024-10-31 17:10:01.258935,192.168.1.8,192.168.1.10,TCP_443,66,S
2024-10-31 17:10:01.260434,192.168.1.10,192.168.1.8,TCP_62459,54,RA
2024-10-31 17:10:01.337637,192.168.1.8,192.168.1.10,TCP_1025,66,S
2024-10-31 17:10:01.339145,192.168.1.10,192.168.1.8,TCP_62468,54,RA
2024-10-31 17:10:01.340852,192.168.1.8,192.168.1.10,TCP_993,66,S
2024-10-31 17:10:01.342524,192.168.1.10,192.168.1.8,TCP_62461,54,RA
2024-10-31 17:10:01.344145,192.168.1.8,192.168.1.10,TCP_199,66,S
2024-10-31 17:10:01.345729,192.168.1.10,192.168.1.8,TCP_62465,54,RA
2024-10-31 17:10:01.347665,192.168.1.8,192.168.1.10,TCP_21,66,S
2024-10-31 17:10:01.349673,192.168.1.10,192.168.1.8,TCP_62462,54,RA
2024-10-31 17:10:01.351283,192.168.1.8,192.168.1.10,TCP_3389,66,S
2024-10-31 17:10:01.352807,192.168.1.10,192.168.1.8,TCP_62467,54,RA
2024-10-31 17:10:01.354335,192.168.1.8,192.168.1.10,TCP_139,66,S
2024-10-31 17:10:01.355843,192.168.1.10,192.168.1.8,TCP_62463,54,RA
2024-10-31 17:10:01.357393,192.168.1.8,192.168.1.10,TCP_587,66,S
2024-10-31 17:10:01.358873,192.168.1.10,192.168.1.8,TCP_62466,54,RA
2024-10-31 17:10:01.360491,192.168.1.8,192.168.1.10,TCP_110,66,S
2024-10-31 17:10:01.361966,192.168.1.10,192.168.1.8,TCP_62460,54,RA
2024-10-31 17:10:01.363533,192.168.1.8,192.168.1.10,TCP_111,66,S
2024-10-31 17:10:01.365273,192.168.1.10,192.168.1.8,TCP_62464,54,RA
2024-10-31 17:10:01.367224,192.168.1.8,192.168.1.10,TCP_3306,66,S
2024-10-31 17:10:01.368937,192.168.1.10,192.168.1.8,TCP_62471,54,RA
2024-10-31 17:10:01.371266,192.168.1.8,192.168.1.10,TCP_1720,66,S
2024-10-31 17:10:01.373961,192.168.1.10,192.168.1.8,TCP_62470,54,RA
2024-10-31 17:10:01.772323,192.168.1.8,192.168.1.10,TCP_443,66,S
2024-10-31 17:10:01.773726,192.168.1.10,192.168.1.8,TCP_62459,54,RA
2024-10-31 17:10:01.849462,192.168.1.8,192.168.1.10,TCP_111,66,S
2024-10-31 17:10:01.850917,192.168.1.10,192.168.1.8,TCP_62464,54,RA
2024-10-31 17:10:01.852576,192.168.1.8,192.168.1.10,TCP_199,66,S
2024-10-31 17:10:01.854790,192.168.1.10,192.168.1.8,TCP_62465,54,RA
2024-10-31 17:10:01.856460,192.168.1.8,192.168.1.10,TCP_1025,66,S
2024-10-31 17:10:01.857885,192.168.1.10,192.168.1.8,TCP_62468,54,RA
2024-10-31 17:10:01.859390,192.168.1.8,192.168.1.10,TCP_110,66,S
2024-10-31 17:10:01.861400,192.168.1.10,192.168.1.8,TCP_62460,54,RA
2024-10-31 17:10:01.863208,192.168.1.8,192.168.1.10,TCP_587,66,S
2024-10-31 17:10:01.864794,192.168.1.10,192.168.1.8,TCP_62466,54,RA
2024-10-31 17:10:01.866331,192.168.1.8,192.168.1.10,TCP_21,66,S
2024-10-31 17:10:01.867850,192.168.1.10,192.168.1.8,TCP_62462,54,RA
2024-10-31 17:10:01.869371,192.168.1.8,192.168.1.10,TCP_139,66,S
2024-10-31 17:10:01.870847,192.168.1.10,192.168.1.8,TCP_62463,54,RA
2024-10-31 17:10:01.872441,192.168.1.8,192.168.1.10,TCP_3389,66,S
2024-10-31 17:10:01.873934,192.168.1.10,192.168.1.8,TCP_62467,54,RA
2024-10-31 17:10:01.875468,192.168.1.8,192.168.1.10,TCP_993,66,S
2024-10-31 17:10:01.877303,192.168.1.10,192.168.1.8,TCP_62461,54,RA
2024-10-31 17:10:01.879009,192.168.1.8,192.168.1.10,TCP_1720,66,S
2024-10-31 17:10:01.880600,192.168.1.10,192.168.1.8,TCP_62470,54,RA
2024-10-31 17:10:01.882175,192.168.1.8,192.168.1.10,TCP_3306,66,S
2024-10-31 17:10:01.883668,192.168.1.10,192.168.1.8,TCP_62471,54,RA
2024-10-31 17:10:01.923588,192.168.1.8,192.168.1.10,TCP_3306,66,S
2024-10-31 17:10:01.925225,192.168.1.10,192.168.1.8,TCP_62473,54,RA
2024-10-31 17:10:01.926932,192.168.1.8,192.168.1.10,TCP_1720,66,S
2024-10-31 17:10:01.928640,192.168.1.10,192.168.1.8,TCP_62474,54,RA
2024-10-31 17:10:01.930316,192.168.1.8,192.168.1.10,TCP_1025,66,S
2024-10-31 17:10:01.931914,192.168.1.10,192.168.1.8,TCP_62475,54,RA
2024-10-31 17:10:01.933502,192.168.1.8,192.168.1.10,TCP_3389,66,S
2024-10-31 17:10:01.935695,192.168.1.10,192.168.1.8,TCP_62476,54,RA
2024-10-31 17:10:01.937889,192.168.1.8,192.168.1.10,TCP_587,66,S
2024-10-31 17:10:01.940396,192.168.1.10,192.168.1.8,TCP_62477,54,RA
2024-10-31 17:10:01.942880,192.168.1.8,192.168.1.10,TCP_199,66,S
2024-10-31 17:10:01.945093,192.168.1.10,192.168.1.8,TCP_62478,54,RA
2024-10-31 17:10:01.948000,192.168.1.8,192.168.1.10,TCP_111,66,S
2024-10-31 17:10:01.949914,192.168.1.10,192.168.1.8,TCP_62479,54,RA
2024-10-31 17:10:01.952403,192.168.1.8,192.168.1.10,TCP_139,66,S
2024-10-31 17:10:01.954455,192.168.1.10,192.168.1.8,TCP_62480,54,RA
2024-10-31 17:10:01.956139,192.168.1.8,192.168.1.10,TCP_21,66,S
2024-10-31 17:10:01.957716,192.168.1.10,192.168.1.8,TCP_62481,54,RA
2024-10-31 17:10:01.959320,192.168.1.8,192.168.1.10,TCP_993,66,S
2024-10-31 17:10:01.960842,192.168.1.10,192.168.1.8,TCP_62482,54,RA
2024-10-31 17:10:01.962339,192.168.1.8,192.168.1.10,TCP_110,66,S
2024-10-31 17:10:01.964051,192.168.1.10,192.168.1.8,TCP_62483,54,RA
2024-10-31 17:10:02.023201,192.168.1.8,192.168.1.10,TCP_443,66,S
2024-10-31 17:10:02.024673,192.168.1.10,192.168.1.8,TCP_62484,54,RA
2024-10-31 17:10:02.027286,192.168.1.8,192.168.1.10,TCP_53,66,S
2024-10-31 17:10:02.029635,192.168.1.10,192.168.1.8,TCP_62485,54,RA
2024-10-31 17:10:02.032576,192.168.1.8,192.168.1.10,TCP_23,66,S
2024-10-31 17:10:02.034857,192.168.1.10,192.168.1.8,TCP_62486,54,RA
2024-10-31 17:10:02.037181,192.168.1.8,192.168.1.10,TCP_113,66,S
2024-10-31 17:10:02.039367,192.168.1.10,192.168.1.8,TCP_62487,54,RA
2024-10-31 17:10:02.041277,192.168.1.8,192.168.1.10,TCP_25,66,S
2024-10-31 17:10:02.043397,192.168.1.10,192.168.1.8,TCP_62488,54,RA
2024-10-31 17:10:02.045419,192.168.1.8,192.168.1.10,TCP_135,66,S
2024-10-31 17:10:02.047127,192.168.1.10,192.168.1.8,TCP_62489,54,RA
2024-10-31 17:10:02.048907,192.168.1.8,192.168.1.10,TCP_22,66,S
2024-10-31 17:10:02.050857,192.168.1.10,192.168.1.8,TCP_62490,66,SA
2024-10-31 17:10:02.052820,192.168.1.8,192.168.1.10,TCP_256,66,S
2024-10-31 17:10:02.054754,192.168.1.10,192.168.1.8,TCP_62491,54,RA
2024-10-31 17:10:02.057497,192.168.1.8,192.168.1.10,TCP_8080,66,S
2024-10-31 17:10:02.059807,192.168.1.10,192.168.1.8,TCP_62492,54,RA
2024-10-31 17:10:02.062355,192.168.1.8,192.168.1.10,TCP_8888,66,S
2024-10-31 17:10:02.064070,192.168.1.10,192.168.1.8,TCP_62493,54,RA
2024-10-31 17:10:02.065886,192.168.1.8,192.168.1.10,TCP_1723,66,S
2024-10-31 17:10:02.068027,192.168.1.10,192.168.1.8,TCP_62494,54,RA
2024-10-31 17:10:02.069849,192.168.1.8,192.168.1.10,TCP_22,60,A
2024-10-31 17:10:02.071696,192.168.1.8,192.168.1.10,TCP_22,60,FA
2024-10-31 17:10:02.073398,192.168.1.10,192.168.1.8,TCP_62490,54,A
2024-10-31 17:10:02.075130,192.168.1.8,192.168.1.10,TCP_5900,66,S
2024-10-31 17:10:02.078096,192.168.1.10,192.168.1.8,TCP_62495,66,SA
2024-10-31 17:10:02.080913,192.168.1.8,192.168.1.10,TCP_143,66,S
2024-10-31 17:10:02.082963,192.168.1.10,192.168.1.8,TCP_62496,54,RA
2024-10-31 17:10:02.085357,192.168.1.8,192.168.1.10,TCP_554,66,S
2024-10-31 17:10:02.088209,192.168.1.10,192.168.1.8,TCP_62497,54,RA
2024-10-31 17:10:02.090122,192.168.1.8,192.168.1.10,TCP_445,66,S
2024-10-31 17:10:02.092345,192.168.1.10,192.168.1.8,TCP_62498,54,RA
2024-10-31 17:10:02.094222,192.168.1.8,192.168.1.10,TCP_995,66,S
2024-10-31 17:10:02.096114,192.168.1.10,192.168.1.8,TCP_62499,54,RA
